"year","ten_digit","region","province","muniCity","dot_region","dot_province","dot_municity","total","correspondence_code","pop_2020","id","traveler","count"
2019,908300000,"Region IX (Zamboanga Peninsula)","Zamboanga Sibugay","Zamboanga Sibugay","Region IX (ZAMBOANGA PENINSULA)","Zamboanga Sibugay","",60522,98300000,669840,"098300000","domestic",60462
2019,931700000,"Region IX (Zamboanga Peninsula)","Zamboanga del Sur","Zamboanga City","Region IX (ZAMBOANGA PENINSULA)","Zamboanga del Sur","Zamboanga City",407648,97332000,977234,"097332000","foreign",6691
2019,931700000,"Region IX (Zamboanga Peninsula)","Zamboanga del Sur","Zamboanga City","Region IX (ZAMBOANGA PENINSULA)","Zamboanga del Sur","Zamboanga City",407648,97332000,977234,"097332000","overseas",13104
2019,931700000,"Region IX (Zamboanga Peninsula)","Zamboanga del Sur","Zamboanga City","Region IX (ZAMBOANGA PENINSULA)","Zamboanga del Sur","Zamboanga City",407648,97332000,977234,"097332000","domestic",387853
2019,1001300000,"Region X (Northern Mindanao)","Bukidnon","Bukidnon","Region X (NORTHERN MINDANAO)","Bukidnon","",186188,101300000,1541308,"101300000","foreign",549
2019,1001300000,"Region X (Northern Mindanao)","Bukidnon","Bukidnon","Region X (NORTHERN MINDANAO)","Bukidnon","",186188,101300000,1541308,"101300000","overseas",NA
2019,1001300000,"Region X (Northern Mindanao)","Bukidnon","Bukidnon","Region X (NORTHERN MINDANAO)","Bukidnon","",186188,101300000,1541308,"101300000","domestic",185639
2019,1001312000,"Region X (Northern Mindanao)","Bukidnon","Malaybalay City","Region X (NORTHERN MINDANAO)","Bukidnon","Malaybalay City",18130,101312000,190712,"101312000","foreign",199
2019,1001312000,"Region X (Northern Mindanao)","Bukidnon","Malaybalay City","Region X (NORTHERN MINDANAO)","Bukidnon","Malaybalay City",18130,101312000,190712,"101312000","overseas",NA
2019,1001312000,"Region X (Northern Mindanao)","Bukidnon","Malaybalay City","Region X (NORTHERN MINDANAO)","Bukidnon","Malaybalay City",18130,101312000,190712,"101312000","domestic",17931
2019,1001321000,"Region X (Northern Mindanao)","Bukidnon","Valencia City","Region X (NORTHERN MINDANAO)","Bukidnon","Valencia City",163402,101321000,216546,"101321000","foreign",350
2019,1001321000,"Region X (Northern Mindanao)","Bukidnon","Valencia City","Region X (NORTHERN MINDANAO)","Bukidnon","Valencia City",163402,101321000,216546,"101321000","overseas",NA
2019,1001321000,"Region X (Northern Mindanao)","Bukidnon","Valencia City","Region X (NORTHERN MINDANAO)","Bukidnon","Valencia City",163402,101321000,216546,"101321000","domestic",163052
2019,1001800000,"Region X (Northern Mindanao)","Camiguin","Camiguin","Region X (NORTHERN MINDANAO)","Camiguin","",804745,101800000,92808,"101800000","foreign",13749
2019,1001800000,"Region X (Northern Mindanao)","Camiguin","Camiguin","Region X (NORTHERN MINDANAO)","Camiguin","",804745,101800000,92808,"101800000","overseas",NA
2019,1001800000,"Region X (Northern Mindanao)","Camiguin","Camiguin","Region X (NORTHERN MINDANAO)","Camiguin","",804745,101800000,92808,"101800000","domestic",790996
2019,1003500000,"Region X (Northern Mindanao)","Lanao del Norte","Lanao del Norte","Region X (NORTHERN MINDANAO)","Lanao del Norte","",29614,103500000,722902,"103500000","foreign",94
2019,1003500000,"Region X (Northern Mindanao)","Lanao del Norte","Lanao del Norte","Region X (NORTHERN MINDANAO)","Lanao del Norte","",29614,103500000,722902,"103500000","overseas",NA
2019,1003500000,"Region X (Northern Mindanao)","Lanao del Norte","Lanao del Norte","Region X (NORTHERN MINDANAO)","Lanao del Norte","",29614,103500000,722902,"103500000","domestic",29520
2019,1004200000,"Region X (Northern Mindanao)","Misamis Occidental","Misamis Occidental","Region X (NORTHERN MINDANAO)","Misamis Occidental","",401712,104200000,617333,"104200000","foreign",2309
2019,1004200000,"Region X (Northern Mindanao)","Misamis Occidental","Misamis Occidental","Region X (NORTHERN MINDANAO)","Misamis Occidental","",401712,104200000,617333,"104200000","overseas",NA
2019,1004200000,"Region X (Northern Mindanao)","Misamis Occidental","Misamis Occidental","Region X (NORTHERN MINDANAO)","Misamis Occidental","",401712,104200000,617333,"104200000","domestic",399403
2019,1004200000,"Region X (Northern Mindanao)","Misamis Occidental","Misamis Occidental","Region X (NORTHERN MINDANAO)","Misamis Oriental","",163052,104200000,617333,"104200000","foreign",610
2019,1004200000,"Region X (Northern Mindanao)","Misamis Occidental","Misamis Occidental","Region X (NORTHERN MINDANAO)","Misamis Oriental","",163052,104200000,617333,"104200000","overseas",NA
2019,1004200000,"Region X (Northern Mindanao)","Misamis Occidental","Misamis Occidental","Region X (NORTHERN MINDANAO)","Misamis Oriental","",163052,104200000,617333,"104200000","domestic",162442
2019,1004209000,"Region X (Northern Mindanao)","Misamis Occidental","Oroquieta City","Region X (NORTHERN MINDANAO)","Misamis Occidental","Oroquieta City",41979,104209000,72301,"104209000","foreign",75
2019,1004209000,"Region X (Northern Mindanao)","Misamis Occidental","Oroquieta City","Region X (NORTHERN MINDANAO)","Misamis Occidental","Oroquieta City",41979,104209000,72301,"104209000","overseas",NA
2019,1004209000,"Region X (Northern Mindanao)","Misamis Occidental","Oroquieta City","Region X (NORTHERN MINDANAO)","Misamis Occidental","Oroquieta City",41979,104209000,72301,"104209000","domestic",41904
2019,1004210000,"Region X (Northern Mindanao)","Misamis Occidental","Ozamiz City","Region X (NORTHERN MINDANAO)","Misamis Occidental","Ozamis City",333863,104210000,140334,"104210000","foreign",2136
2019,1004210000,"Region X (Northern Mindanao)","Misamis Occidental","Ozamiz City","Region X (NORTHERN MINDANAO)","Misamis Occidental","Ozamis City",333863,104210000,140334,"104210000","overseas",NA
2019,1004210000,"Region X (Northern Mindanao)","Misamis Occidental","Ozamiz City","Region X (NORTHERN MINDANAO)","Misamis Occidental","Ozamis City",333863,104210000,140334,"104210000","domestic",331727
2019,1004215000,"Region X (Northern Mindanao)","Misamis Occidental","Tangub City","Region X (NORTHERN MINDANAO)","Misamis Occidental","Tangub City",22455,104215000,68389,"104215000","foreign",98
2019,1004215000,"Region X (Northern Mindanao)","Misamis Occidental","Tangub City","Region X (NORTHERN MINDANAO)","Misamis Occidental","Tangub City",22455,104215000,68389,"104215000","overseas",NA
2019,1004215000,"Region X (Northern Mindanao)","Misamis Occidental","Tangub City","Region X (NORTHERN MINDANAO)","Misamis Occidental","Tangub City",22455,104215000,68389,"104215000","domestic",22357
2019,1030500000,"Region X (Northern Mindanao)","Misamis Oriental","Cagayan De Oro City","Region X (NORTHERN MINDANAO)","Misamis Oriental","Cagayan de Oro City",1003324,104305000,728402,"104305000","foreign",40612
2019,1030500000,"Region X (Northern Mindanao)","Misamis Oriental","Cagayan De Oro City","Region X (NORTHERN MINDANAO)","Misamis Oriental","Cagayan de Oro City",1003324,104305000,728402,"104305000","overseas",NA
2019,1030500000,"Region X (Northern Mindanao)","Misamis Oriental","Cagayan De Oro City","Region X (NORTHERN MINDANAO)","Misamis Oriental","Cagayan de Oro City",1003324,104305000,728402,"104305000","domestic",962712
2019,1030900000,"Region X (Northern Mindanao)","Lanao del Norte","Iligan City","Region X (NORTHERN MINDANAO)","Lanao del Norte","Iligan City",208438,103504000,363115,"103504000","foreign",2876
2019,1030900000,"Region X (Northern Mindanao)","Lanao del Norte","Iligan City","Region X (NORTHERN MINDANAO)","Lanao del Norte","Iligan City",208438,103504000,363115,"103504000","overseas",NA
2019,1030900000,"Region X (Northern Mindanao)","Lanao del Norte","Iligan City","Region X (NORTHERN MINDANAO)","Lanao del Norte","Iligan City",208438,103504000,363115,"103504000","domestic",205562
2019,1102300000,"Region XI (Davao Region)","Davao del Norte","Davao del Norte","Region XI  (DAVAO REGION)","Davao del Norte","",713050,112300000,1125057,"112300000","foreign",25663
2019,1102300000,"Region XI (Davao Region)","Davao del Norte","Davao del Norte","Region XI  (DAVAO REGION)","Davao del Norte","",713050,112300000,1125057,"112300000","overseas",NA
2019,1102300000,"Region XI (Davao Region)","Davao del Norte","Davao del Norte","Region XI  (DAVAO REGION)","Davao del Norte","",713050,112300000,1125057,"112300000","domestic",687387
2019,1102300000,"Region XI (Davao Region)","Davao del Norte","Davao del Norte","Region XI  (DAVAO REGION)","Davao del Sur","",80462,112300000,1125057,"112300000","foreign",530
2019,1102300000,"Region XI (Davao Region)","Davao del Norte","Davao del Norte","Region XI  (DAVAO REGION)","Davao del Sur","",80462,112300000,1125057,"112300000","overseas",NA
2019,1102300000,"Region XI (Davao Region)","Davao del Norte","Davao del Norte","Region XI  (DAVAO REGION)","Davao del Sur","",80462,112300000,1125057,"112300000","domestic",79932
2019,1102500000,"Region XI (Davao Region)","Davao Oriental","Davao Oriental","Region XI  (DAVAO REGION)","Davao Oriental","",187376,112500000,576343,"112500000","foreign",5299
2019,1102500000,"Region XI (Davao Region)","Davao Oriental","Davao Oriental","Region XI  (DAVAO REGION)","Davao Oriental","",187376,112500000,576343,"112500000","overseas",NA
2019,1102500000,"Region XI (Davao Region)","Davao Oriental","Davao Oriental","Region XI  (DAVAO REGION)","Davao Oriental","",187376,112500000,576343,"112500000","domestic",182077
2019,1108200000,"Region XI (Davao Region)","Davao de Oro","Davao de Oro","Region XI  (DAVAO REGION)","Davao De Oro (ComVal)","",1617517,118200000,767547,"118200000","foreign",997
2019,1108200000,"Region XI (Davao Region)","Davao de Oro","Davao de Oro","Region XI  (DAVAO REGION)","Davao De Oro (ComVal)","",1617517,118200000,767547,"118200000","overseas",153
2019,1108200000,"Region XI (Davao Region)","Davao de Oro","Davao de Oro","Region XI  (DAVAO REGION)","Davao De Oro (ComVal)","",1617517,118200000,767547,"118200000","domestic",1616367
2019,1130700000,"Region XI (Davao Region)","Davao del Sur","Davao City","Region XI  (DAVAO REGION)","Davao del Sur","Davao City",2574895,112402000,1776949,"112402000","foreign",183730
2019,1130700000,"Region XI (Davao Region)","Davao del Sur","Davao City","Region XI  (DAVAO REGION)","Davao del Sur","Davao City",2574895,112402000,1776949,"112402000","overseas",45697
2019,1130700000,"Region XI (Davao Region)","Davao del Sur","Davao City","Region XI  (DAVAO REGION)","Davao del Sur","Davao City",2574895,112402000,1776949,"112402000","domestic",2345468
2019,1204700000,"Region XII (SOCCSKSARGEN)","Cotabato","Cotabato","Region XII  (SOCCSSARGEN)","Cotabato","",268968,124700000,1275185,"124700000","foreign",186
2019,1204700000,"Region XII (SOCCSKSARGEN)","Cotabato","Cotabato","Region XII  (SOCCSSARGEN)","Cotabato","",268968,124700000,1275185,"124700000","overseas",NA
2019,1204700000,"Region XII (SOCCSKSARGEN)","Cotabato","Cotabato","Region XII  (SOCCSSARGEN)","Cotabato","",268968,124700000,1275185,"124700000","domestic",268782
2019,1204704000,"Region XII (SOCCSKSARGEN)","Cotabato","Kidapawan City","Region XII  (SOCCSSARGEN)","Cotabato","Kidapawan City",196561,124704000,160791,"124704000","foreign",34
2019,1204704000,"Region XII (SOCCSKSARGEN)","Cotabato","Kidapawan City","Region XII  (SOCCSSARGEN)","Cotabato","Kidapawan City",196561,124704000,160791,"124704000","overseas",NA
2019,1204704000,"Region XII (SOCCSKSARGEN)","Cotabato","Kidapawan City","Region XII  (SOCCSSARGEN)","Cotabato","Kidapawan City",196561,124704000,160791,"124704000","domestic",196527
2019,1206300000,"Region XII (SOCCSKSARGEN)","South Cotabato","South Cotabato","Region XII  (SOCCSSARGEN)","South Cotabato","",675789,126300000,975476,"126300000","foreign",3042
2019,1206300000,"Region XII (SOCCSKSARGEN)","South Cotabato","South Cotabato","Region XII  (SOCCSSARGEN)","South Cotabato","",675789,126300000,975476,"126300000","overseas",1
2019,1206300000,"Region XII (SOCCSKSARGEN)","South Cotabato","South Cotabato","Region XII  (SOCCSSARGEN)","South Cotabato","",675789,126300000,975476,"126300000","domestic",672746
2019,1206306000,"Region XII (SOCCSKSARGEN)","South Cotabato","Koronadal City","Region XII  (SOCCSSARGEN)","South Cotabato","Koronadal City",618803,126306000,195398,"126306000","foreign",2286
2019,1206306000,"Region XII (SOCCSKSARGEN)","South Cotabato","Koronadal City","Region XII  (SOCCSSARGEN)","South Cotabato","Koronadal City",618803,126306000,195398,"126306000","overseas",NA
2019,1206306000,"Region XII (SOCCSKSARGEN)","South Cotabato","Koronadal City","Region XII  (SOCCSSARGEN)","South Cotabato","Koronadal City",618803,126306000,195398,"126306000","domestic",616517
2019,1206500000,"Region XII (SOCCSKSARGEN)","Sultan Kudarat","Sultan Kudarat","Region XII  (SOCCSSARGEN)","Sultan Kudarat","",49540,126500000,854052,"126500000","foreign",71
2019,1206500000,"Region XII (SOCCSKSARGEN)","Sultan Kudarat","Sultan Kudarat","Region XII  (SOCCSSARGEN)","Sultan Kudarat","",49540,126500000,854052,"126500000","overseas",NA
2019,1206500000,"Region XII (SOCCSKSARGEN)","Sultan Kudarat","Sultan Kudarat","Region XII  (SOCCSSARGEN)","Sultan Kudarat","",49540,126500000,854052,"126500000","domestic",49469
2019,1206511000,"Region XII (SOCCSKSARGEN)","Sultan Kudarat","Tacurong City","Region XII  (SOCCSSARGEN)","Sultan Kudarat","Tacurong City",37944,126511000,109319,"126511000","foreign",71
2019,1206511000,"Region XII (SOCCSKSARGEN)","Sultan Kudarat","Tacurong City","Region XII  (SOCCSSARGEN)","Sultan Kudarat","Tacurong City",37944,126511000,109319,"126511000","overseas",NA
2019,1206511000,"Region XII (SOCCSKSARGEN)","Sultan Kudarat","Tacurong City","Region XII  (SOCCSSARGEN)","Sultan Kudarat","Tacurong City",37944,126511000,109319,"126511000","domestic",37873
2019,1208000000,"Region XII (SOCCSKSARGEN)","Sarangani","Sarangani","Region XII  (SOCCSSARGEN)","Sarangani","",199307,128000000,558946,"128000000","foreign",415
2019,1208000000,"Region XII (SOCCSKSARGEN)","Sarangani","Sarangani","Region XII  (SOCCSSARGEN)","Sarangani","",199307,128000000,558946,"128000000","overseas",NA
2019,1208000000,"Region XII (SOCCSKSARGEN)","Sarangani","Sarangani","Region XII  (SOCCSSARGEN)","Sarangani","",199307,128000000,558946,"128000000","domestic",198892
2019,1230800000,"Region XII (SOCCSKSARGEN)","South Cotabato","General Santos City","Region XII  (SOCCSSARGEN)","South Cotabato","General Santos City",559487,126303000,697315,"126303000","foreign",17074
2019,1230800000,"Region XII (SOCCSKSARGEN)","South Cotabato","General Santos City","Region XII  (SOCCSSARGEN)","South Cotabato","General Santos City",559487,126303000,697315,"126303000","overseas",NA
2019,1230800000,"Region XII (SOCCSKSARGEN)","South Cotabato","General Santos City","Region XII  (SOCCSSARGEN)","South Cotabato","General Santos City",559487,126303000,697315,"126303000","domestic",542413
2019,1380300000,"National Capital Region (NCR)","Makati City","Makati City","National Capital Region (NCR)","Makati City","Makati City",375434,137602000,629616,"137602000","foreign",266807
2019,1380300000,"National Capital Region (NCR)","Makati City","Makati City","National Capital Region (NCR)","Makati City","Makati City",375434,137602000,629616,"137602000","overseas",NA
2019,1380300000,"National Capital Region (NCR)","Makati City","Makati City","National Capital Region (NCR)","Makati City","Makati City",375434,137602000,629616,"137602000","domestic",108627
2019,1380600000,"National Capital Region (NCR)","Manila City","Manila City","National Capital Region (NCR)","Manila","Manila",533015,133900000,1846513,"133900000","foreign",251088
2019,1380600000,"National Capital Region (NCR)","Manila City","Manila City","National Capital Region (NCR)","Manila","Manila",533015,133900000,1846513,"133900000","overseas",NA
2019,1380600000,"National Capital Region (NCR)","Manila City","Manila City","National Capital Region (NCR)","Manila","Manila",533015,133900000,1846513,"133900000","domestic",281927
2019,1380800000,"National Capital Region (NCR)","Muntinlupa City","Muntinlupa City","National Capital Region (NCR)","Muntinlupa City","Muntinlupa City",431123,137603000,543445,"137603000","foreign",242231
2019,1380800000,"National Capital Region (NCR)","Muntinlupa City","Muntinlupa City","National Capital Region (NCR)","Muntinlupa City","Muntinlupa City",431123,137603000,543445,"137603000","overseas",NA
2019,1380800000,"National Capital Region (NCR)","Muntinlupa City","Muntinlupa City","National Capital Region (NCR)","Muntinlupa City","Muntinlupa City",431123,137603000,543445,"137603000","domestic",188892
2019,1381000000,"National Capital Region (NCR)","Parañaque City","Parañaque City","National Capital Region (NCR)","Parañaque City","Parañaque City",514140,137604000,689992,"137604000","foreign",253641
2019,1381000000,"National Capital Region (NCR)","Parañaque City","Parañaque City","National Capital Region (NCR)","Parañaque City","Parañaque City",514140,137604000,689992,"137604000","overseas",877
2019,1381000000,"National Capital Region (NCR)","Parañaque City","Parañaque City","National Capital Region (NCR)","Parañaque City","Parañaque City",514140,137604000,689992,"137604000","domestic",259622
2019,1381100000,"National Capital Region (NCR)","Pasay City","Pasay City","National Capital Region (NCR)","Pasay City","Pasay City",672928,137605000,440656,"137605000","foreign",368698
2019,1381100000,"National Capital Region (NCR)","Pasay City","Pasay City","National Capital Region (NCR)","Pasay City","Pasay City",672928,137605000,440656,"137605000","overseas",NA
2019,1381100000,"National Capital Region (NCR)","Pasay City","Pasay City","National Capital Region (NCR)","Pasay City","Pasay City",672928,137605000,440656,"137605000","domestic",304230
2019,1381200000,"National Capital Region (NCR)","Pasig City","Pasig City","National Capital Region (NCR)","Pasig City","Pasig City",142172,137403000,803159,"137403000","foreign",135399
2019,1381200000,"National Capital Region (NCR)","Pasig City","Pasig City","National Capital Region (NCR)","Pasig City","Pasig City",142172,137403000,803159,"137403000","overseas",NA
2019,1381200000,"National Capital Region (NCR)","Pasig City","Pasig City","National Capital Region (NCR)","Pasig City","Pasig City",142172,137403000,803159,"137403000","domestic",6773
2019,1381300000,"National Capital Region (NCR)","Quezon City","Quezon City","National Capital Region (NCR)","Quezon City","Quezon City",102986,137404000,2960048,"137404000","foreign",21262
2019,1381300000,"National Capital Region (NCR)","Quezon City","Quezon City","National Capital Region (NCR)","Quezon City","Quezon City",102986,137404000,2960048,"137404000","overseas",NA
2019,1381300000,"National Capital Region (NCR)","Quezon City","Quezon City","National Capital Region (NCR)","Quezon City","Quezon City",102986,137404000,2960048,"137404000","domestic",81724
2019,1381500000,"National Capital Region (NCR)","Taguig City","Taguig City","National Capital Region (NCR)","Taguig City","Taguig City",265105,137607000,886722,"137607000","foreign",170031
2019,1381500000,"National Capital Region (NCR)","Taguig City","Taguig City","National Capital Region (NCR)","Taguig City","Taguig City",265105,137607000,886722,"137607000","overseas",NA
2019,1381500000,"National Capital Region (NCR)","Taguig City","Taguig City","National Capital Region (NCR)","Taguig City","Taguig City",265105,137607000,886722,"137607000","domestic",95074
2019,1400100000,"Cordillera Administrative Region (CAR)","Abra","Abra","Cordillera Administrative Region (CAR)","Abra","",2948,140100000,250985,"140100000","foreign",54
2019,1400100000,"Cordillera Administrative Region (CAR)","Abra","Abra","Cordillera Administrative Region (CAR)","Abra","",2948,140100000,250985,"140100000","overseas",NA
2019,1400100000,"Cordillera Administrative Region (CAR)","Abra","Abra","Cordillera Administrative Region (CAR)","Abra","",2948,140100000,250985,"140100000","domestic",2894
2019,1401100000,"Cordillera Administrative Region (CAR)","Benguet","Benguet","Cordillera Administrative Region (CAR)","Benguet","",108634,141100000,460683,"141100000","foreign",787
2019,1401100000,"Cordillera Administrative Region (CAR)","Benguet","Benguet","Cordillera Administrative Region (CAR)","Benguet","",108634,141100000,460683,"141100000","overseas",NA
2019,1401100000,"Cordillera Administrative Region (CAR)","Benguet","Benguet","Cordillera Administrative Region (CAR)","Benguet","",108634,141100000,460683,"141100000","domestic",107847
2019,1402700000,"Cordillera Administrative Region (CAR)","Ifugao","Ifugao","Cordillera Administrative Region (CAR)","Ifugao","",71500,142700000,207498,"142700000","foreign",31594
2019,1402700000,"Cordillera Administrative Region (CAR)","Ifugao","Ifugao","Cordillera Administrative Region (CAR)","Ifugao","",71500,142700000,207498,"142700000","overseas",44
2019,1402700000,"Cordillera Administrative Region (CAR)","Ifugao","Ifugao","Cordillera Administrative Region (CAR)","Ifugao","",71500,142700000,207498,"142700000","domestic",39862
2019,1403200000,"Cordillera Administrative Region (CAR)","Kalinga","Kalinga","Cordillera Administrative Region (CAR)","Kalinga","",107799,143200000,229570,"143200000","foreign",6418
2019,1403200000,"Cordillera Administrative Region (CAR)","Kalinga","Kalinga","Cordillera Administrative Region (CAR)","Kalinga","",107799,143200000,229570,"143200000","overseas",148
2019,1403200000,"Cordillera Administrative Region (CAR)","Kalinga","Kalinga","Cordillera Administrative Region (CAR)","Kalinga","",107799,143200000,229570,"143200000","domestic",101233
2019,1404400000,"Cordillera Administrative Region (CAR)","Mountain Province","Mountain Province","Cordillera Administrative Region (CAR)","Mountain Province","",178566,144400000,158200,"144400000","foreign",7807
2019,1404400000,"Cordillera Administrative Region (CAR)","Mountain Province","Mountain Province","Cordillera Administrative Region (CAR)","Mountain Province","",178566,144400000,158200,"144400000","overseas",NA
2019,1404400000,"Cordillera Administrative Region (CAR)","Mountain Province","Mountain Province","Cordillera Administrative Region (CAR)","Mountain Province","",178566,144400000,158200,"144400000","domestic",170759
2019,1408100000,"Cordillera Administrative Region (CAR)","Apayao","Apayao","Cordillera Administrative Region (CAR)","Apayao","",9495,148100000,124366,"148100000","foreign",3
2019,1408100000,"Cordillera Administrative Region (CAR)","Apayao","Apayao","Cordillera Administrative Region (CAR)","Apayao","",9495,148100000,124366,"148100000","overseas",NA
2019,1408100000,"Cordillera Administrative Region (CAR)","Apayao","Apayao","Cordillera Administrative Region (CAR)","Apayao","",9495,148100000,124366,"148100000","domestic",9492
2019,1430300000,"Cordillera Administrative Region (CAR)","Benguet","Baguio City","Cordillera Administrative Region (CAR)","Benguet","Baguio City",1536458,141102000,366358,"141102000","foreign",38403
2019,1430300000,"Cordillera Administrative Region (CAR)","Benguet","Baguio City","Cordillera Administrative Region (CAR)","Benguet","Baguio City",1536458,141102000,366358,"141102000","overseas",93
2019,1430300000,"Cordillera Administrative Region (CAR)","Benguet","Baguio City","Cordillera Administrative Region (CAR)","Benguet","Baguio City",1536458,141102000,366358,"141102000","domestic",1497962
2019,1600200000,"Region XIII (Caraga)","Agusan del Norte","Agusan del Norte","Region XIII (CARAGA)","Agusan del Norte","",73010,160200000,387503,"160200000","foreign",75
2019,1600200000,"Region XIII (Caraga)","Agusan del Norte","Agusan del Norte","Region XIII (CARAGA)","Agusan del Norte","",73010,160200000,387503,"160200000","overseas",NA
2019,1600200000,"Region XIII (Caraga)","Agusan del Norte","Agusan del Norte","Region XIII (CARAGA)","Agusan del Norte","",73010,160200000,387503,"160200000","domestic",72935
2019,1600200000,"Region XIII (Caraga)","Agusan del Norte","Agusan del Norte","Region XIII (CARAGA)","Surigao del Norte","",658267,160200000,387503,"160200000","foreign",98355
2019,1600200000,"Region XIII (Caraga)","Agusan del Norte","Agusan del Norte","Region XIII (CARAGA)","Surigao del Norte","",658267,160200000,387503,"160200000","overseas",1284
2019,1600200000,"Region XIII (Caraga)","Agusan del Norte","Agusan del Norte","Region XIII (CARAGA)","Surigao del Norte","",658267,160200000,387503,"160200000","domestic",558628
2019,1600203000,"Region XIII (Caraga)","Agusan del Norte","Cabadbaran City","Region XIII (CARAGA)","Agusan del Norte","Cabadbaran City",73010,160203000,80354,"160203000","foreign",75
2019,1600203000,"Region XIII (Caraga)","Agusan del Norte","Cabadbaran City","Region XIII (CARAGA)","Agusan del Norte","Cabadbaran City",73010,160203000,80354,"160203000","overseas",NA
2019,1600203000,"Region XIII (Caraga)","Agusan del Norte","Cabadbaran City","Region XIII (CARAGA)","Agusan del Norte","Cabadbaran City",73010,160203000,80354,"160203000","domestic",72935
2019,1600300000,"Region XIII (Caraga)","Agusan del Sur","Agusan del Sur","Region XIII (CARAGA)","Surigao del Sur","",78820,160300000,739367,"160300000","foreign",428
2019,1600300000,"Region XIII (Caraga)","Agusan del Sur","Agusan del Sur","Region XIII (CARAGA)","Surigao del Sur","",78820,160300000,739367,"160300000","overseas",NA
2019,1600300000,"Region XIII (Caraga)","Agusan del Sur","Agusan del Sur","Region XIII (CARAGA)","Surigao del Sur","",78820,160300000,739367,"160300000","domestic",78392
2019,1606724000,"Region XIII (Caraga)","Surigao del Norte","Surigao City","Region XIII (CARAGA)","Surigao del Norte","Surigao City",314200,166724000,171107,"166724000","foreign",13781
2019,1606724000,"Region XIII (Caraga)","Surigao del Norte","Surigao City","Region XIII (CARAGA)","Surigao del Norte","Surigao City",314200,166724000,171107,"166724000","overseas",238
2019,1606724000,"Region XIII (Caraga)","Surigao del Norte","Surigao City","Region XIII (CARAGA)","Surigao del Norte","Surigao City",314200,166724000,171107,"166724000","domestic",300181
2019,1606819000,"Region XIII (Caraga)","Surigao del Sur","Tandag City","Region XIII (CARAGA)","Surigao del Sur","Tandag City",71266,166819000,62669,"166819000","foreign",428
2019,1606819000,"Region XIII (Caraga)","Surigao del Sur","Tandag City","Region XIII (CARAGA)","Surigao del Sur","Tandag City",71266,166819000,62669,"166819000","overseas",NA
2019,1606819000,"Region XIII (Caraga)","Surigao del Sur","Tandag City","Region XIII (CARAGA)","Surigao del Sur","Tandag City",71266,166819000,62669,"166819000","domestic",70838
2019,1608500000,"Region XIII (Caraga)","Dinagat Islands","Dinagat Islands","Region XIII (CARAGA)","Dinagat Islands","",76839,168500000,128117,"168500000","foreign",1018
2019,1608500000,"Region XIII (Caraga)","Dinagat Islands","Dinagat Islands","Region XIII (CARAGA)","Dinagat Islands","",76839,168500000,128117,"168500000","overseas",NA
2019,1608500000,"Region XIII (Caraga)","Dinagat Islands","Dinagat Islands","Region XIII (CARAGA)","Dinagat Islands","",76839,168500000,128117,"168500000","domestic",75821
2019,1630400000,"Region XIII (Caraga)","Agusan del Norte","Butuan City","Region XIII (CARAGA)","Agusan del Norte","Butuan City",294207,160202000,372910,"160202000","foreign",5426
2019,1630400000,"Region XIII (Caraga)","Agusan del Norte","Butuan City","Region XIII (CARAGA)","Agusan del Norte","Butuan City",294207,160202000,372910,"160202000","overseas",202
2019,1630400000,"Region XIII (Caraga)","Agusan del Norte","Butuan City","Region XIII (CARAGA)","Agusan del Norte","Butuan City",294207,160202000,372910,"160202000","domestic",288579
2019,1704001000,"MIMAROPA Region","Marinduque","Boac","MIMAROPA Region","Marinduque","Boac",22188,174001000,57283,"174001000","foreign",156
2019,1704001000,"MIMAROPA Region","Marinduque","Boac","MIMAROPA Region","Marinduque","Boac",22188,174001000,57283,"174001000","overseas",NA
2019,1704001000,"MIMAROPA Region","Marinduque","Boac","MIMAROPA Region","Marinduque","Boac",22188,174001000,57283,"174001000","domestic",22032
2019,1704003000,"MIMAROPA Region","Marinduque","Gasan","MIMAROPA Region","Marinduque","Gasan",2228,174003000,36197,"174003000","foreign",212
2019,1704003000,"MIMAROPA Region","Marinduque","Gasan","MIMAROPA Region","Marinduque","Gasan",2228,174003000,36197,"174003000","overseas",NA
2019,1704003000,"MIMAROPA Region","Marinduque","Gasan","MIMAROPA Region","Marinduque","Gasan",2228,174003000,36197,"174003000","domestic",2016
2019,1704004000,"MIMAROPA Region","Marinduque","Mogpog","MIMAROPA Region","Marinduque","Mogpog",1627,174004000,34516,"174004000","foreign",7
2019,1704004000,"MIMAROPA Region","Marinduque","Mogpog","MIMAROPA Region","Marinduque","Mogpog",1627,174004000,34516,"174004000","overseas",NA
2019,1704004000,"MIMAROPA Region","Marinduque","Mogpog","MIMAROPA Region","Marinduque","Mogpog",1627,174004000,34516,"174004000","domestic",1620
2019,1704006000,"MIMAROPA Region","Marinduque","Torrijos","MIMAROPA Region","Marinduque","Torrijos",7543,174006000,30476,"174006000","foreign",78
2019,1704006000,"MIMAROPA Region","Marinduque","Torrijos","MIMAROPA Region","Marinduque","Torrijos",7543,174006000,30476,"174006000","overseas",NA
2019,1704006000,"MIMAROPA Region","Marinduque","Torrijos","MIMAROPA Region","Marinduque","Torrijos",7543,174006000,30476,"174006000","domestic",7465
2019,1705104000,"MIMAROPA Region","Occidental Mindoro","Lubang","MIMAROPA Region","Occidental Mindoro","Lubang",32810,175104000,17437,"175104000","foreign",1260
